,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,1
732,1
733,1
734,0
735,0
736,0
737,0
738,1
739,0
740,0
741,1
742,0
743,0
744,1
745,1
746,1
747,1
748,1
749,0
750,0
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,0
759,1
760,1
761,1
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,1
824,0
825,1
826,1
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,2
837,0
838,0
839,3
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,4
849,0
850,0
851,2
852,0
853,0
854,0
855,0
856,1
857,0
858,0
859,0
860,0
861,1
862,0
863,0
864,0
865,1
866,1
867,0
868,1
869,4
870,1
871,0
872,0
873,1
874,1
875,0
876,1
877,0
878,0
879,1
880,0
881,0
882,1
883,1
884,1
885,1
886,1
887,0
888,0
889,0
890,0
891,0
892,1
893,0
894,0
895,0
896,0
897,0
898,1
899,0
900,0
901,0
902,0
903,2
904,1
905,0
906,1
907,0
908,0
909,0
910,0
911,0
912,0
913,1
914,1
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,1
934,1
935,1
936,1
937,1
938,1
939,0
940,0
941,1
942,1
943,1
944,0
945,1
946,1
947,1
948,1
949,1
950,0
951,1
952,1
953,0
954,1
955,0
956,1
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,1
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,0
1036,0
1037,1
1038,0
1039,0
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,0
1047,1
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,1
1150,0
1151,0
1152,0
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,1
1212,0
1213,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,0
1246,1
1247,0
1248,0
1249,1
1250,0
1251,0
1252,0
1253,1
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,1
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,1
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,1
1603,0
1604,1
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,4
1677,2
1678,0
1679,0
1680,0
1681,0
1682,1
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,1
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0
1712,0
1713,2
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,1
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,1
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,2
1746,0
1747,0
1748,1
1749,0
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,0
1757,1
1758,0
1759,1
1760,1
1761,1
1762,2
1763,2
1764,1
1765,1
1766,1
1767,0
1768,1
1769,1
1770,1
1771,3
1772,1
1773,2
1774,0
1775,3
1776,2
1777,2
1778,0
1779,2
1780,2
1781,0
1782,3
1783,2
1784,1
1785,1
1786,1
1787,1
1788,0
1789,1
1790,2
1791,1
1792,0
1793,1
1794,0
1795,0
1796,1
1797,3
1798,2
1799,2
1800,1
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,2
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,2
1815,0
1816,1
1817,1
1818,1
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,2
1832,1
1833,0
1834,3
1835,2
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,4
1847,1
1848,2
1849,1
1850,1
1851,0
1852,1
1853,1
1854,0
1855,0
1856,1
1857,1
1858,1
1859,2
1860,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,4
1867,2
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,1
1875,1
1876,1
1877,0
1878,1
1879,1
1880,2
1881,0
1882,1
1883,0
1884,1
1885,0
1886,1
1887,1
1888,0
1889,2
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,1
1897,1
1898,0
1899,0
1900,2
1901,1
1902,1
1903,1
1904,1
1905,0
1906,0
1907,0
1908,0
1909,0
1910,1
1911,0
1912,1
1913,0
1914,1
1915,0
1916,0
1917,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,0
1924,1
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,1
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,0
1943,1
1944,1
1945,2
1946,1
1947,2
1948,1
1949,1
1950,0
1951,0
1952,2
1953,1
1954,0
1955,1
1956,1
1957,0
1958,2
1959,1
1960,0
1961,1
1962,0
1963,2
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,1
1978,1
1979,0
1980,1
1981,1
1982,1
1983,0
1984,0
1985,1
1986,1
1987,1
1988,1
1989,0
1990,1
1991,0
1992,1
1993,1
1994,1
1995,1
1996,0
1997,1
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,2
2006,1
2007,2
2008,1
2009,1
2010,1
2011,0
2012,1
2013,0
2014,3
2015,2
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,0
2028,1
2029,2
2030,1
2031,1
2032,2
2033,0
2034,2
2035,3
2036,2
2037,0
2038,0
2039,1
2040,1
2041,1
2042,1
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,0
2050,3
2051,1
2052,1
2053,0
2054,0
2055,0
2056,1
2057,0
2058,1
2059,0
2060,2
2061,0
2062,0
2063,1
2064,2
2065,1
2066,0
2067,0
2068,0
2069,0
2070,1
2071,0
2072,0
2073,0
2074,2
2075,1
2076,0
2077,2
2078,0
2079,1
2080,2
2081,1
2082,1
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,1
2092,1
2093,1
2094,1
2095,2
2096,2
2097,1
2098,1
2099,1
2100,1
2101,1
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,1
2109,0
2110,1
2111,0
2112,0
2113,1
2114,0
2115,0
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,1
2123,0
2124,1
2125,1
2126,0
2127,5
2128,0
2129,1
2130,1
2131,1
2132,2
2133,1
2134,1
2135,1
2136,2
2137,1
2138,0
2139,0
2140,1
2141,0
2142,1
2143,0
2144,2
2145,3
2146,0
2147,0
2148,2
2149,1
2150,1
2151,1
2152,0
2153,0
2154,1
2155,0
2156,2
2157,3
2158,1
2159,1
2160,2
2161,1
2162,1
2163,3
2164,1
2165,1
2166,0
2167,1
2168,3
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,2
2176,0
2177,2
2178,1
2179,0
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,1
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,0
2201,1
2202,0
2203,2
2204,0
2205,0
2206,3
2207,1
2208,0
2209,0
2210,1
2211,0
2212,3
2213,1
2214,2
2215,2
2216,0
2217,1
2218,3
2219,0
2220,0
2221,1
2222,2
2223,0
2224,1
2225,1
2226,0
2227,0
2228,1
2229,2
2230,1
2231,1
2232,2
2233,1
2234,0
2235,0
2236,0
2237,0
2238,2
2239,0
2240,1
2241,2
2242,2
2243,0
2244,0
2245,1
2246,3
2247,2
2248,2
2249,2
2250,1
2251,1
2252,0
2253,0
2254,1
2255,1
2256,1
2257,1
2258,3
2259,1
2260,2
2261,2
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2268,1
2269,1
2270,0
2271,0
2272,1
2273,1
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,2
2285,0
2286,0
2287,1
2288,1
2289,1
2290,1
2291,1
2292,3
2293,3
2294,2
2295,0
2296,1
2297,2
2298,0
2299,1
2300,1
2301,4
2302,1
2303,1
2304,3
2305,0
2306,0
2307,2
2308,2
2309,1
2310,0
2311,0
2312,1
2313,3
2314,1
2315,0
2316,1
2317,0
2318,1
2319,1
2320,0
2321,0
2322,1
2323,2
2324,1
2325,1
2326,1
2327,0
2328,1
2329,2
2330,2
2331,0
2332,1
2333,0
2334,0
2335,1
2336,0
2337,1
2338,1
2339,2
2340,2
2341,1
2342,1
2343,1
2344,0
2345,5
2346,0
2347,0
2348,0
2349,0
2350,2
2351,2
2352,0
2353,2
2354,0
2355,0
2356,1
2357,2
2358,1
2359,2
2360,0
2361,0
2362,0
2363,2
2364,0
2365,0
2366,1
2367,0
2368,0
2369,0
2370,0
2371,2
2372,3
2373,2
2374,3
2375,4
2376,2
2377,0
2378,0
2379,0
2380,0
2381,1
2382,1
2383,1
2384,1
2385,1
2386,2
2387,0
2388,0
2389,1
2390,2
2391,4
2392,1
2393,2
2394,1
2395,0
2396,0
2397,1
2398,1
2399,1
2400,2
2401,1
2402,1
2403,1
2404,3
2405,2
2406,2
2407,1
2408,1
2409,1
2410,1
2411,3
2412,4
2413,0
2414,1
2415,1
2416,1
2417,0
2418,5
2419,0
2420,1
2421,2
2422,1
2423,1
2424,1
2425,2
2426,0
2427,5
2428,2
2429,1
2430,0
2431,1
2432,1
2433,3
2434,3
2435,1
2436,0
2437,1
2438,3
2439,3
2440,1
2441,2
2442,1
2443,2
2444,1
2445,1
2446,6
2447,3
2448,1
2449,2
2450,2
2451,6
2452,1
2453,2
2454,2
2455,1
2456,2
2457,5
2458,0
2459,2
2460,3
2461,2
2462,3
2463,1
2464,2
2465,1
2466,2
2467,0
2468,3
2469,0
2470,4
2471,0
2472,1
2473,1
2474,2
2475,4
2476,0
2477,2
2478,2
2479,1
2480,1
2481,1
2482,1
2483,1
2484,2
2485,1
2486,1
2487,1
2488,0
2489,0
2490,2
2491,0
2492,0
2493,0
2494,0
2495,0
2496,2
2497,0
2498,0
2499,0
2500,0
2501,2
2502,0
2503,0
2504,2
2505,2
2506,0
2507,0
2508,0
2509,0
2510,1
2511,1
2512,1
2513,1
2514,1
2515,0
2516,0
2517,1
2518,0
2519,1
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,0
2529,0
2530,1
2531,0
2532,2
2533,1
2534,1
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,1
2542,1
2543,1
2544,0
2545,1
2546,2
2547,2
2548,1
2549,2
2550,1
2551,1
2552,6
2553,2
2554,1
2555,1
2556,1
2557,1
2558,0
2559,1
2560,0
2561,1
2562,1
2563,2
2564,1
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,1
2575,1
2576,1
2577,1
2578,1
2579,1
2580,1
2581,1
2582,2
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,1
2590,1
2591,2
2592,1
2593,1
2594,1
2595,0
2596,2
2597,1
2598,1
2599,1
2600,1
2601,1
2602,0
2603,1
2604,0
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,0
2614,0
2615,1
2616,1
2617,2
2618,1
2619,1
2620,1
2621,0
2622,2
2623,2
2624,1
2625,2
2626,1
2627,0
2628,0
2629,1
2630,0
2631,0
2632,1
2633,1
2634,0
2635,2
2636,1
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,1
2644,1
2645,1
2646,2
2647,1
2648,1
2649,0
2650,1
2651,2
2652,1
2653,1
2654,3
2655,1
2656,0
2657,1
2658,1
2659,0
2660,0
2661,3
2662,6
2663,3
2664,4
2665,2
2666,3
2667,0
2668,0
2669,1
2670,1
2671,1
2672,1
2673,1
2674,0
2675,3
2676,1
2677,1
2678,0
2679,11
2680,2
2681,4
2682,3
2683,2
2684,2
2685,2
2686,2
2687,0
2688,1
2689,6
2690,1
2691,2
2692,2
2693,4
2694,3
2695,2
2696,2
2697,4
2698,3
2699,4
2700,1
2701,2
2702,0
2703,1
2704,1
2705,1
2706,2
2707,3
2708,3
2709,0
2710,0
2711,3
2712,2
2713,3
2714,4
2715,1
2716,0
2717,4
2718,0
2719,0
2720,1
2721,1
2722,0
2723,0
2724,0
2725,5
2726,6
2727,2
2728,2
2729,2
2730,0
2731,0
2732,1
2733,4
2734,0
2735,2
2736,1
2737,1
2738,0
2739,2
2740,1
2741,1
2742,0
2743,0
2744,0
2745,1
2746,1
2747,0
2748,1
2749,1
2750,1
2751,0
2752,1
2753,0
2754,1
2755,1
2756,0
2757,1
2758,2
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,0
2767,0
2768,1
2769,1
2770,1
2771,0
2772,1
2773,0
2774,0
2775,0
2776,1
2777,1
2778,1
2779,1
2780,2
2781,0
2782,1
2783,0
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,1
2799,0
2800,0
2801,1
2802,1
2803,0
2804,1
2805,1
2806,0
2807,1
2808,1
2809,0
2810,0
2811,0
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,0
2829,2
2830,2
2831,1
2832,1
2833,3
2834,0
2835,2
2836,1
2837,1
2838,1
2839,1
2840,1
2841,0
2842,0
2843,0
2844,0
2845,0
2846,2
2847,1
2848,1
2849,1
2850,0
2851,1
2852,1
2853,2
2854,0
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,0
2862,0
2863,5
2864,1
2865,0
2866,1
2867,0
2868,0
2869,0
2870,0
2871,1
2872,0
2873,0
2874,0
2875,1
2876,0
2877,2
2878,0
2879,0
2880,0
2881,0
2882,0
2883,1
2884,0
2885,0
2886,0
2887,0
2888,0
2889,1
2890,0
2891,1
2892,0
2893,2
2894,0
2895,1
2896,1
2897,1
2898,0
2899,0
2900,0
2901,1
2902,3
2903,1
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0
2911,3
2912,0
2913,1
2914,0
2915,0
2916,1
2917,1
2918,0
2919,0
2920,0
2921,1
2922,1
2923,1
2924,5
2925,0
2926,0
2927,2
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,3
2935,3
2936,0
2937,1
2938,0
2939,1
2940,1
2941,0
2942,3
2943,1
2944,0
2945,0
2946,0
2947,2
2948,2
2949,1
2950,0
2951,1
2952,0
2953,4
2954,0
2955,0
2956,2
2957,5
2958,2
2959,1
2960,2
2961,6
2962,1
2963,0
2964,0
2965,2
2966,2
2967,1
2968,0
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,11
2976,0
2977,2
2978,1
2979,4
2980,2
2981,1
2982,4
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,0
2990,0
2991,1
2992,4
2993,3
2994,1
2995,1
2996,0
2997,1
